release_id,pdf_page,entity_type,value_verbatim,value_normalized,norm_rule,candidate_flags
DOW-UAP-D097,4,DATE,24 Jun 47,24 Jun 47,,CLEAN
DOW-UAP-D097,4,DATE,23 Jun 47,23 Jun 47,,CLEAN
DOW-UAP-D097,4,DATE,7 Jan 41,7 Jan 41,,CLEAN
DOW-UAP-D097,4,DATE,13 Oct 47,13 Oct 47,,CLEAN
DOW-UAP-D097,4,DATE,12 Nov 41,12 Nov 41,,CLEAN
DOW-UAP-D097,4,MARKING,CONFIDENTIAL,CONFIDENTIAL,,CLEAN
DOW-UAP-D097,5,DATE,10 Jun 47,10 Jun 47,,CLEAN
DOW-UAP-D097,5,DATE,7 Jul 47,7 Jul 47,,CLEAN
DOW-UAP-D097,5,DATE,29 Jun 47,29 Jun 47,,CLEAN
DOW-UAP-D097,5,DATE,28 Jun 47,28 Jun 47,,CLEAN
DOW-UAP-D097,5,DATE,22 Jun 47,22 Jun 47,,CLEAN
DOW-UAP-D097,5,DATE,6 Jul 47,6 Jul 47,,CLEAN
DOW-UAP-D097,5,DATE,7 Jan 48,7 Jan 48,,CLEAN
DOW-UAP-D097,5,DATE,9 Jan 48,9 Jan 48,,CLEAN
DOW-UAP-D097,5,DATE,29 Jul 47,29 Jul 47,,CLEAN
DOW-UAP-D097,6,DATE,6 Jul 47,6 Jul 47,,CLEAN
DOW-UAP-D097,6,DATE,4 Aug 47,4 Aug 47,,CLEAN
DOW-UAP-D097,6,DATE,10 Jul 47,10 Jul 47,,CLEAN
DOW-UAP-D097,6,DATE,8 Sept 47,8 Sept 47,,CLEAN
DOW-UAP-D097,6,DATE,19 Aug 47,19 Aug 47,,CLEAN
DOW-UAP-D097,6,DATE,2 Jun 47,2 Jun 47,,CLEAN
DOW-UAP-D097,6,DATE,10 Aug 47,10 Aug 47,,CLEAN
DOW-UAP-D097,6,DATE,Aug 47 1600,Aug 47 1600,,CLEAN
DOW-UAP-D097,6,DATE,24 Jun 47,24 Jun 47,,CLEAN
DOW-UAP-D097,6,DATE,6 Aug 47,6 Aug 47,,CLEAN
DOW-UAP-D097,6,DATE,Aug 47 1300,Aug 47 1300,,CLEAN
DOW-UAP-D097,6,DATE,5 Aug 47,5 Aug 47,,CLEAN
DOW-UAP-D097,6,DATE,79 Apr 47,79 Apr 47,,CLEAN
DOW-UAP-D097,7,DATE,7 Jul 47,7 Jul 47,,CLEAN
DOW-UAP-D097,7,DATE,6 Jul 47,6 Jul 47,,CLEAN
DOW-UAP-D097,7,DATE,29 Jun 47,29 Jun 47,,CLEAN
DOW-UAP-D097,7,DATE,28 Jun 41,28 Jun 41,,CLEAN
DOW-UAP-D097,7,DATE,30 Dec 47,30 Dec 47,,CLEAN
DOW-UAP-D097,7,DATE,5 Jan 46,5 Jan 46,,CLEAN
DOW-UAP-D097,8,ORG,USAF,USAF,,CLEAN
DOW-UAP-D097,9,PERSON,Lt Governor,Lt Governor,,CLEAN
DOW-UAP-D097,9,ORG,USAF,USAF,,CLEAN
DOW-UAP-D097,10,ORG,USAF,USAF,,CLEAN
DOW-UAP-D097,11,MARKING,CONFIDENTIAL,CONFIDENTIAL,,CLEAN
DOW-UAP-D097,12,PERSON,Lt. Col,Lt Col,RANK,TRUNCATED
DOW-UAP-D097,12,PERSON,Capt. AC Reser-,Capt AC Reser-,RANK,TRUNCATED
DOW-UAP-D097,13,PERSON,Lt. Col. USAP Jot,Lt Col USAP Jot,RANK,TRUNCATED
DOW-UAP-D097,13,ORG,USAF,USAF,,CLEAN
DOW-UAP-D097,19,PERSON,Col OJ',Col OJ',,TRUNCATED
DOW-UAP-D097,23,MARKING,CONFIDENTIAL,CONFIDENTIAL,,CLEAN
DOW-UAP-D097,27,MARKING,CONFIDENTIAL,CONFIDENTIAL,,CLEAN
DOW-UAP-D097,30,MARKING,CONFIDENTIAL,CONFIDENTIAL,,CLEAN
DOW-UAP-D097,33,DATE,19 Feb 48,19 Feb 48,,CLEAN
DOW-UAP-D097,33,MARKING,CONFIDENTIAL,CONFIDENTIAL,,CLEAN
DOW-UAP-D097,36,MARKING,secret,SECRET,MARKING,CLEAN
DOW-UAP-D097,38,DATE,"November 23, 1912","November 23, 1912",,CLEAN
DOW-UAP-D097,39,MARKING,restricted,RESTRICTED,MARKING,CLEAN
DOW-UAP-D097,40,MARKING,secret,SECRET,MARKING,CLEAN
DOW-UAP-D097,41,ORG,CIA,CIA,,CLEAN
DOW-UAP-D097,44,MARKING,secret,SECRET,MARKING,CLEAN
DOW-UAP-D097,45,PERSON,Col. Kncmeyer,Col Kncmeyer,RANK,CLEAN
DOW-UAP-D097,45,MARKING,Secret,SECRET,MARKING,CLEAN
FBI-UAP-D014,1,ORG,FBI,FBI,,CLEAN
FBI-UAP-D014,2,DATE,9/22/67,9/22/67,,CLEAN
FBI-UAP-D014,4,PERSON,Mrs. Lelah H,Mrs. Lelah H,,TRUNCATED
FBI-UAP-D014,4,ORG,FBI,FBI,,CLEAN
FBI-UAP-D014,4,DATE,"April 8, 1954","April 8, 1954",,CLEAN
FBI-UAP-D014,4,DATE,"January 1, 1954","January 1, 1954",,CLEAN
FBI-UAP-D014,4,DATE,"December 3, 1954","December 3, 1954",,CLEAN
FBI-UAP-D014,5,PERSON,Mr. Bryant,Mr. Bryant,,CLEAN
FBI-UAP-D014,5,ORG,FBI,FBI,,CLEAN
FBI-UAP-D014,5,DATE,"October 10, 1974","October 10, 1974",,CLEAN
CIA-UAP-D020,1,ORG,CIA,CIA,,CLEAN
CIA-UAP-D020,1,MARKING,Top Secret,TOP SECRET,MARKING,CLEAN
CIA-UAP-D020,3,ORG,OSI,OSI,,CLEAN
CIA-UAP-D020,3,DATE,31 October 19,31 October 19,,CLEAN
DOW-UAP-D090,2,ORG,USAF,USAF,,CLEAN
DOW-UAP-D096,12,PERSON,Mr. James,Mr. James,,CLEAN
DOW-UAP-D096,12,PERSON,Mr. Gullett,Mr. Gullett,,CLEAN
DOW-UAP-D096,12,ORG,USAF,USAF,,CLEAN
DOW-UAP-D096,12,DATE,2 December 1954,2 December 1954,,CLEAN
DOW-UAP-D096,15,ORG,Project Bluebook,Project Bluebook,,CLEAN
DOW-UAP-D096,15,DATE,"January 4, 1955","January 4, 1955",,CLEAN
DOW-UAP-D096,25,DATE,2/31/54,2/31/54,,CLEAN
DOW-UAP-D096,41,ORG,ATIC,ATIC,,CLEAN
DOW-UAP-D096,55,ORG,ONR,ONR,,CLEAN
DOW-UAP-D096,55,LOCATOR,Room 180,Room 180,,CLEAN
DOW-UAP-D096,55,MARKING,secret,SECRET,MARKING,CLEAN
DOW-UAP-D096,71,ORG,USAF,USAF,,CLEAN
DOW-UAP-D096,71,DATE,"December 8, 1954","December 8, 1954",,CLEAN
DOW-UAP-D096,92,ORG,USAF,USAF,,CLEAN
DOW-UAP-D096,92,DATE,26 Jan 55,26 Jan 55,,CLEAN
DOW-UAP-D096,94,PERSON,Lt. Col,Lt Col,RANK,TRUNCATED
DOW-UAP-D096,94,DATE,26 January 1955,26 January 1955,,CLEAN
DOW-UAP-D096,99,ORG,USAF,USAF,,CLEAN
DOW-UAP-D096,99,DATE,25 February 1955,25 February 1955,,CLEAN
DOW-UAP-D096,103,MARKING,secret,SECRET,MARKING,CLEAN
DOW-UAP-D096,106,ORG,USAF,USAF,,CLEAN
DOW-UAP-D096,114,PERSON,Lt Col BlOC,Lt Col BlOC,,CLEAN
DOW-UAP-D096,114,PERSON,Lt Colonel,Lt Col,RANK,TRUNCATED
DOW-UAP-D096,137,ORG,Project Blue Book,Project Blue Book,,CLEAN
DOW-UAP-D096,137,ORG,ATIC,ATIC,,CLEAN
DOW-UAP-D096,137,DATE,50 Jan 55,50 Jan 55,,CLEAN
DOW-UAP-D096,137,DATE,33 Aug 54,33 Aug 54,,CLEAN
DOW-UAP-D096,137,DATE,38 Feb 55,38 Feb 55,,CLEAN
DOW-UAP-D096,137,DATE,27 Sep 54,27 Sep 54,,CLEAN
DOW-UAP-D096,137,DATE,44 Mar 55,44 Mar 55,,CLEAN
DOW-UAP-D096,137,DATE,34 Oct 54,34 Oct 54,,CLEAN
DOW-UAP-D096,137,DATE,1 Apr 55,1 Apr 55,,CLEAN
DOW-UAP-D096,137,DATE,33 Nov 54,33 Nov 54,,CLEAN
DOW-UAP-D096,137,DATE,40 May 55,40 May 55,,CLEAN
DOW-UAP-D096,137,DATE,42 Dec 54,42 Dec 54,,CLEAN
DOW-UAP-D096,137,DATE,12 August 1954,12 August 1954,,CLEAN
DOW-UAP-D096,156,DATE,8 August 1955,8 August 1955,,CLEAN
DOW-UAP-D096,156,DATE,18 July 55,18 July 55,,CLEAN
DOW-UAP-D096,161,PERSON,Mr. R. Be,Mr. R. Be,,TRUNCATED
DOW-UAP-D096,161,PERSON,Mr. Gillis,Mr. Gillis,,CLEAN
DOW-UAP-D096,161,PERSON,Lt Col.Onel,Lt Col.Onel,,CLEAN
DOW-UAP-D096,167,PERSON,Mr. Moseley,Mr. Moseley,,CLEAN
DOW-UAP-D096,167,ORG,Project Bluebook,Project Bluebook,,CLEAN
DOW-UAP-D096,200,PERSON,Mr. T.M,Mr. T.M,,TRUNCATED
DOW-UAP-D096,200,PERSON,Mr. Onversaagt,Mr. Onversaagt,,CLEAN
DOW-UAP-D096,207,PERSON,Mr. Beanstatter,Mr. Beanstatter,,CLEAN
DOW-UAP-D096,217,PERSON,Lt Col T. Jolm.aon,Lt Col T. Jolm.aon,,CLEAN
DOW-UAP-D096,217,PERSON,Mr. Mal.len,Mr. Mal.len,,CLEAN
DOW-UAP-D094,4,DATE,10 December 1948,10 December 1948,,CLEAN
DOW-UAP-D094,4,MARKING,DECLASSIFIED,DECLASSIFIED,,CLEAN
DOW-UAP-D094,6,ORG,USAF,USAF,,CLEAN
DOW-UAP-D094,7,PERSON,Dr. Guenther Bock,Dr. Guenther Bock,,CLEAN
DOW-UAP-D094,9,PERSON,Dr. Guenther Bock,Dr. Guenther Bock,,CLEAN
DOW-UAP-D094,9,PERSON,Dr. Bock,Dr. Bock,,CLEAN
DOW-UAP-D094,10,MARKING,secret,SECRET,MARKING,CLEAN
DOW-UAP-D094,13,DATE,28 June 1947,28 June 1947,,CLEAN
DOW-UAP-D094,13,DATE,7 July 1947,7 July 1947,,CLEAN
DOW-UAP-D094,15,PERSON,Mr. Wocilrutf,Mr. Wocilrutf,,CLEAN
DOW-UAP-D094,16,PERSON,Mr. Rhoads. On,Mr. Rhoads. On,,TRUNCATED
DOW-UAP-D094,17,PERSON,Lt. Comdr. Marcus L. Lowe,Lt Cmdr Marcus L. Lowe,RANK,CLEAN
DOW-UAP-D094,17,PERSON,Mr. Booneville,Mr. Booneville,,CLEAN
DOW-UAP-D094,17,PERSON,Lt. George F. Gorman,Lt George F. Gorman,RANK,CLEAN
DOW-UAP-D094,17,DATE,7 January 1948,7 January 1948,,CLEAN
DOW-UAP-D094,17,DATE,6 April 1948,6 April 1948,,CLEAN
DOW-UAP-D094,17,DATE,30 April 1948,30 April 1948,,CLEAN
DOW-UAP-D094,17,DATE,1 July 1948,1 July 1948,,CLEAN
DOW-UAP-D094,17,DATE,17 July 1948,17 July 1948,,CLEAN
DOW-UAP-D094,17,DATE,12 September 1947,12 September 1947,,CLEAN
DOW-UAP-D094,17,DATE,15 June 1948,15 June 1948,,CLEAN
DOW-UAP-D094,17,DATE,26 July 1948,26 July 1948,,CLEAN
DOW-UAP-D094,17,DATE,20 July 1948,20 July 1948,,CLEAN
DOW-UAP-D094,17,DATE,3 August 1948,3 August 1948,,CLEAN
DOW-UAP-D094,17,DATE,1 October 1948,1 October 1948,,CLEAN
DOW-UAP-D094,20,PERSON,Mr. L. D. Jensen,Mr. L. D. Jensen,,CLEAN
DOW-UAP-D094,20,PERSON,Mr. Manuel E. Johnson,Mr. Manuel E. Johnson,,CLEAN
DOW-UAP-D094,20,PERSON,Dr. L. N. Cannon,Dr. L. N. Cannon,,CLEAN
DOW-UAP-D094,20,PERSON,Lt. Kenwood W. Jackson,Lt Kenwood W. Jackson,RANK,CLEAN
DOW-UAP-D094,20,PERSON,Lt. Glen L. Stalker,Lt Glen L. Stalker,RANK,CLEAN
DOW-UAP-D094,20,PERSON,Lt. Henry G. Combs,Lt Henry G. Combs,RANK,CLEAN
DOW-UAP-D094,20,PERSON,Lt. Combs,Lt Combs,RANK,CLEAN
DOW-UAP-D094,20,DATE,18 November 1948,18 November 1948,,CLEAN
DOW-UAP-D094,20,DATE,1 July 1947,1 July 1947,,CLEAN
DOW-UAP-D094,20,DATE,16 September 1947,16 September 1947,,CLEAN
DOW-UAP-D094,20,DATE,22 July 1948,22 July 1948,,CLEAN
DOW-UAP-D094,21,PERSON,Mr. Moore,Mr. Moore,,CLEAN
DOW-UAP-D094,21,DATE,19 August 1848,19 August 1848,,CLEAN
DOW-UAP-D094,33,DATE,5 Dec 0900,5 Dec 0900,,CLEAN
DOW-UAP-D094,33,MARKING,TOP SECRET,TOP SECRET,,CLEAN
DOW-UAP-D094,33,MARKING,Secret,SECRET,MARKING,CLEAN
DOE-UAP-D004,2,PERSON,Mr. Morgan Mr. Bevburger University,Mr. Morgan Mr. Bevburger University,,CLEAN
DOE-UAP-D004,2,PERSON,Dr. Bradbury D.r. Holloway,Dr. Bradbury D.r. Holloway,,CLEAN
DOE-UAP-D004,2,PERSON,Mr. Hoyt Dr. Me.nl.ey Dr,Mr. Hoyt Dr. Me.nl.ey Dr,,TRUNCATED
DOE-UAP-D004,2,PERSON,Dr. Teller,Dr. Teller,,CLEAN
DOE-UAP-D004,2,PERSON,Dr. LaPaz,Dr. LaPaz,,CLEAN
DOE-UAP-D004,2,PERSON,Dr. IaPaz,Dr. IaPaz,,CLEAN
DOE-UAP-D004,2,PERSON,Dr. La.Paz,Dr. LaPaz,LAPAZ,CLEAN
DOE-UAP-D004,2,DATE,16 February 1949,16 February 1949,,CLEAN
DOE-UAP-D004,2,MARKING,Secret,SECRET,MARKING,CLEAN
DOE-UAP-D004,2,MARKING,DECLASSIFIED,DECLASSIFIED,,CLEAN
DOE-UAP-D004,3,PERSON,Dr. Teller,Dr. Teller,,CLEAN
DOE-UAP-D004,3,PERSON,Dr. Manl,Dr. Manl,,CLEAN
DOE-UAP-D004,3,PERSON,Dr. La.Po,Dr. La.Po,,CLEAN
DOE-UAP-D004,4,PERSON,Dr. MaDl.e,Dr. MaDl.e,,CLEAN
DOE-UAP-D004,4,PERSON,Dr. LaPe.z,Dr. LaPe.z,,CLEAN
DOE-UAP-D004,4,DATE,1 January 30,1 January 30,,CLEAN
DOE-UAP-D004,4,DATE,"December 12, 1948","December 12, 1948",,CLEAN
DOE-UAP-D004,4,MARKING,restricted,RESTRICTED,MARKING,CLEAN
DOE-UAP-D004,5,PERSON,Dr. Teller,Dr. Teller,,CLEAN
DOE-UAP-D004,5,PERSON,Dr. Tellel,Dr. Tellel,,CLEAN
DOE-UAP-D004,5,ORG,OSI,OSI,,CLEAN
DOE-UAP-D004,6,PERSON,Dr. Teller,Dr. Teller,,CLEAN
DOE-UAP-D004,6,PERSON,Dr. LaPa.z,Dr. LaPaz,LAPAZ,CLEAN
DOE-UAP-D004,6,PERSON,Dr. Te.lle,Dr. Te.lle,,CLEAN
DOE-UAP-D004,6,PERSON,Dr. LaPaz,Dr. LaPaz,,CLEAN
DOE-UAP-D004,6,PERSON,Lt. Rym,Lt Rym,RANK,TRUNCATED
DOE-UAP-D004,6,PERSON,Lt. Ryan,Lt Ryan,RANK,CLEAN
DOE-UAP-D004,7,PERSON,Dr. Le.Paz,Dr. LaPaz,LAPAZ,CLEAN
DOE-UAP-D004,7,PERSON,Dr. Teller,Dr. Teller,,CLEAN
DOE-UAP-D004,8,PERSON,Dr. Mmley,Dr. Mmley,,CLEAN
DOE-UAP-D004,8,PERSON,Dr. La.Paz,Dr. LaPaz,LAPAZ,CLEAN
DOE-UAP-D004,8,PERSON,Dr. Le.Paz,Dr. LaPaz,LAPAZ,CLEAN
DOE-UAP-D004,8,DATE,"January 1, 1948","January 1, 1948",,CLEAN
DOE-UAP-D004,9,PERSON,Mr. Iiewbu,Mr. Iiewbu,,CLEAN
DOE-UAP-D004,9,PERSON,Dr. La.Paz,Dr. LaPaz,LAPAZ,CLEAN
DOE-UAP-D004,9,PERSON,Dr. LaPo.z,Dr. LaPo.z,,CLEAN
DOE-UAP-D004,9,PERSON,Dr. Regener,Dr. Regener,,CLEAN
DOE-UAP-D004,9,PERSON,Dr. Bradb.iry,Dr. Bradb.iry,,CLEAN
DOE-UAP-D004,9,DATE,"Februnry 18, 1948","Februnry 18, 1948",,CLEAN
DOE-UAP-D004,9,DATE,"January 16, 1946","January 16, 1946",,CLEAN
DOE-UAP-D004,10,PERSON,Dr. LaPaz,Dr. LaPaz,,CLEAN
DOE-UAP-D004,10,PERSON,Dr. Teller,Dr. Teller,,CLEAN
DOE-UAP-D004,10,PERSON,Dr. La.Paz,Dr. LaPaz,LAPAZ,CLEAN
DOE-UAP-D004,10,PERSON,Mr. Hoyi,Mr. Hoyi,,CLEAN
DOE-UAP-D004,10,PERSON,Mr. Hoyt,Mr. Hoyt,,CLEAN
DOE-UAP-D004,10,PERSON,Mr. Boyt,Mr. Boyt,,CLEAN
DOE-UAP-D004,10,PERSON,Dr. J'..a.Pa,Dr. J'..a.Pa,,CLEAN
DOE-UAP-D004,10,PERSON,Dr. Bradbury,Dr. Bradbury,,CLEAN
DOE-UAP-D004,11,PERSON,Dr. LePaz,Dr. LaPaz,LAPAZ,CLEAN
DOE-UAP-D004,11,PERSON,Dr. Br,Dr. Br,,TRUNCATED
DOE-UAP-D004,11,PERSON,Dr. IsPo.t,Dr. IsPo.t,,CLEAN
DOE-UAP-D004,11,PERSON,Sgt. Kinaley'o,Sgt Kinaley'o,RANK,CLEAN
DOE-UAP-D004,11,PERSON,Dr. Shel,Dr. Shel,,CLEAN
DOE-UAP-D004,11,PERSON,Mrs. Sm,Mrs. Sm,,TRUNCATED
DOE-UAP-D004,11,PERSON,Dr. LllPaz. It,Dr. LllPaz. It,,TRUNCATED;TRAILING_PROSE
DOE-UAP-D004,12,PERSON,Dr. La.Paz,Dr. LaPaz,LAPAZ,CLEAN
DOE-UAP-D004,12,PERSON,Dr. Fred,Dr. Fred,,CLEAN
DOE-UAP-D004,12,PERSON,Dr. Le.Po.z,Dr. Le.Po.z,,CLEAN
DOE-UAP-D004,12,PERSON,Dr. Ka.plan,Dr. Ka.plan,,CLEAN
DOE-UAP-D004,12,PERSON,Dr. Bradbury,Dr. Bradbury,,CLEAN
DOE-UAP-D004,12,ORG,OSI,OSI,,CLEAN
DOE-UAP-D004,13,PERSON,Dr. Teller,Dr. Teller,,CLEAN
DOE-UAP-D004,13,PERSON,Dr. Lo.Paz,Dr. Lo.Paz,,CLEAN
DOE-UAP-D004,13,PERSON,Dr. LaPaz,Dr. LaPaz,,CLEAN
DOE-UAP-D004,13,PERSON,Dr. La.Paz,Dr. LaPaz,LAPAZ,CLEAN
DOE-UAP-D004,13,PERSON,Dr. Bradbury,Dr. Bradbury,,CLEAN
DOE-UAP-D004,13,PERSON,Dr. LaPa.z,Dr. LaPaz,LAPAZ,CLEAN
DOE-UAP-D004,13,PERSON,Dr. Shem.an Smith,Dr. Shem.an Smith,,CLEAN
DOE-UAP-D004,14,PERSON,Dr. Bradbury,Dr. Bradbury,,CLEAN
DOE-UAP-D004,14,PERSON,Dr. LaI'az,Dr. LaI'az,,CLEAN
DOE-UAP-D004,14,PERSON,Dr. Bradb,Dr. Bradb,,CLEAN
DOE-UAP-D004,14,PERSON,Dr. Le.Paz,Dr. LaPaz,LAPAZ,CLEAN
DOE-UAP-D004,14,PERSON,Dr. LaPa.z,Dr. LaPaz,LAPAZ,CLEAN
DOE-UAP-D004,15,PERSON,Dr. Braub,Dr. Braub,,CLEAN
DOE-UAP-D004,15,PERSON,Dr. LaPnz,Dr. LaPnz,,CLEAN
DOE-UAP-D004,15,PERSON,Dr. La.Paz,Dr. LaPaz,LAPAZ,CLEAN
DOE-UAP-D004,15,PERSON,Dr. La,Dr. La,,TRUNCATED
DOE-UAP-D004,15,PERSON,Dr. Lansberg,Dr. Lansberg,,CLEAN
DOE-UAP-D004,15,DATE,"October 30, 1947","October 30, 1947",,CLEAN
DOE-UAP-D004,16,PERSON,Dr. Lal'ez,Dr. Lal'ez,,CLEAN
DOE-UAP-D004,16,PERSON,Dr. Bradbury,Dr. Bradbury,,CLEAN
DOE-UAP-D004,16,PERSON,Dr. La.Paz,Dr. LaPaz,LAPAZ,CLEAN
DOE-UAP-D004,16,PERSON,Dr. LaPnz,Dr. LaPnz,,CLEAN
DOE-UAP-D004,16,PERSON,Mr. Hewburger,Mr. Hewburger,,CLEAN
DOE-UAP-D004,16,PERSON,Mr. Nevburger,Mr. Nevburger,,CLEAN
DOE-UAP-D004,17,PERSON,Dr. Bradbury,Dr. Bradbury,,CLEAN
DOE-UAP-D004,17,PERSON,Dr. LaPa.z,Dr. LaPaz,LAPAZ,CLEAN
DOE-UAP-D004,17,PERSON,Dr. Teller,Dr. Teller,,CLEAN
DOE-UAP-D004,17,PERSON,Dr. LaP,Dr. LaP,,TRUNCATED
DOE-UAP-D004,17,PERSON,Dr. LePaz,Dr. LaPaz,LAPAZ,CLEAN
DOE-UAP-D004,17,PERSON,Dr. Le.Paz,Dr. LaPaz,LAPAZ,CLEAN
DOE-UAP-D004,18,PERSON,Mr. Hoyt,Mr. Hoyt,,CLEAN
DOE-UAP-D004,18,PERSON,Dr. Teller,Dr. Teller,,CLEAN
DOE-UAP-D004,18,PERSON,Mr. Boyt,Mr. Boyt,,CLEAN
DOE-UAP-D004,18,PERSON,Dr. Bred.bury,Dr. Bred.bury,,CLEAN
DOE-UAP-D004,18,PERSON,Dr. LaPa.z,Dr. LaPaz,LAPAZ,CLEAN
DOE-UAP-D004,18,PERSON,Dr. Kapl.E.n,Dr. Kapl.E.n,,CLEAN
DOE-UAP-D004,18,PERSON,Gen. Bunker,Gen Bunker,RANK,CLEAN
DOE-UAP-D004,18,PERSON,Dr. Le.Paz,Dr. LaPaz,LAPAZ,CLEAN
DOE-UAP-D004,18,PERSON,Dr. LaPaz,Dr. LaPaz,,CLEAN
DOE-UAP-D004,18,PERSON,Gen. Carroll,Gen Carroll,RANK,CLEAN
DOE-UAP-D004,19,PERSON,Dr. LaPe.z,Dr. LaPe.z,,CLEAN
DOE-UAP-D004,19,PERSON,Dr. Teller,Dr. Teller,,CLEAN
DOE-UAP-D004,19,PERSON,Dr. La.Paz,Dr. LaPaz,LAPAZ,CLEAN
DOE-UAP-D004,19,PERSON,Dr. Telle,Dr. Telle,,CLEAN
DOE-UAP-D004,19,PERSON,Mr. Hoyt,Mr. Hoyt,,CLEAN
DOE-UAP-D004,19,PERSON,Dr. LaPaz,Dr. LaPaz,,CLEAN
DOE-UAP-D004,20,PERSON,Dr. Kamplan,Dr. Kamplan,,CLEAN
DOE-UAP-D004,20,PERSON,Dr. Teller,Dr. Teller,,CLEAN
DOE-UAP-D004,20,PERSON,Dr. La.Paz,Dr. LaPaz,LAPAZ,CLEAN
DOE-UAP-D004,20,PERSON,Dr. Tell,Dr. Tell,,CLEAN
DOE-UAP-D004,20,PERSON,Dr. LaPaz,Dr. LaPaz,,CLEAN
DOE-UAP-D004,20,PERSON,Dr. Reneger,Dr. Reneger,,CLEAN
DOE-UAP-D004,21,PERSON,Dr. La.Po.z,Dr. La.Po.z,,CLEAN
DOE-UAP-D004,21,PERSON,Dr. La.Paz,Dr. LaPaz,LAPAZ,CLEAN
DOE-UAP-D004,21,PERSON,Dr. Kapl.e.n,Dr. Kapl.e.n,,CLEAN
DOE-UAP-D004,21,PERSON,Mr. Nwburger,Mr. Nwburger,,CLEAN
DOE-UAP-D004,21,PERSON,Dr. LePaz,Dr. LaPaz,LAPAZ,CLEAN
DOE-UAP-D004,21,PERSON,Dr. LaFa.a,Dr. LaFa.a,,CLEAN
DOE-UAP-D004,22,PERSON,Dr. Hollm,Dr. Hollm,,CLEAN
DOE-UAP-D004,22,PERSON,Dr. LaPaz,Dr. LaPaz,,CLEAN
DOE-UAP-D004,22,PERSON,Dr. LaPar,Dr. LaPar,,CLEAN
DOE-UAP-D004,22,PERSON,Dr. LaP,Dr. LaP,,TRUNCATED
DOE-UAP-D004,23,PERSON,Dr. Bn.dbury,Dr. Bn.dbury,,CLEAN
DOE-UAP-D004,23,PERSON,Mr. Nevburger,Mr. Nevburger,,CLEAN
DOE-UAP-D004,23,PERSON,Dr. Le.Paz,Dr. LaPaz,LAPAZ,CLEAN
DOE-UAP-D004,23,PERSON,Dr. Teller,Dr. Teller,,CLEAN
DOE-UAP-D004,23,PERSON,Dr. LaPaz,Dr. LaPaz,,CLEAN
DOE-UAP-D004,23,PERSON,Dr. Hollovay,Dr. Hollovay,,CLEAN
DOE-UAP-D004,23,PERSON,Dr. Tf,Dr. Tf,,TRUNCATED
DOE-UAP-D004,23,PERSON,Dr. La.Pa,Dr. La.Pa,,CLEAN
DOE-UAP-D004,24,PERSON,Dr. Le.Paz,Dr. LaPaz,LAPAZ,CLEAN
DOE-UAP-D004,24,PERSON,Dr. Tell,Dr. Tell,,CLEAN
DOE-UAP-D004,24,PERSON,Dr. Teller,Dr. Teller,,CLEAN
DOE-UAP-D004,24,PERSON,Dr. LaPaz,Dr. LaPaz,,CLEAN
DOE-UAP-D004,25,PERSON,Dr. Teller,Dr. Teller,,CLEAN
DOE-UAP-D004,25,PERSON,Dr. TelJ..er,Dr. TelJ..er,,CLEAN
DOE-UAP-D004,25,PERSON,Dr. La',Dr. La',,TRUNCATED
DOE-UAP-D004,25,PERSON,Dr. Teller. Nothing,Dr. Teller. Nothing,,CLEAN
DOE-UAP-D004,25,PERSON,Dr. Bradbury,Dr. Bradbury,,CLEAN
DOE-UAP-D004,25,PERSON,Mr. Nevburger,Mr. Nevburger,,CLEAN
CIA-UAP-D021,1,ORG,CIA,CIA,,CLEAN
CIA-UAP-D021,1,MARKING,Top Secret,TOP SECRET,MARKING,CLEAN
DOW-UAP-D093,1,MARKING,DEClASSIFIED,DECLASSIFIED,MARKING,CLEAN
DOW-UAP-D093,3,DATE,10 Nov 47,10 Nov 47,,CLEAN
DOW-UAP-D093,4,ORG,USAF,USAF,,CLEAN
DOW-UAP-D093,6,ORG,USAF,USAF,,CLEAN
DOW-UAP-D093,15,MARKING,secret,SECRET,MARKING,CLEAN
DOW-UAP-D093,21,DATE,7 July 1947,7 July 1947,,CLEAN
DOW-UAP-D093,31,PERSON,Lt. George F. C-orman,Lt George F. C-orman,RANK,CLEAN
DOW-UAP-D093,31,DATE,3 Augutt 1948,3 Augutt 1948,,CLEAN
DOW-UAP-D093,32,PERSON,Lt. Glen L. Stalker,Lt Glen L. Stalker,RANK,CLEAN
DOW-UAP-D093,32,ORG,IDA,IDA,,CLEAN
DOW-UAP-D095,4,DATE,10 December 1954,10 December 1954,,CLEAN
DOW-UAP-D095,27,PERSON,Lt Colonel Pvrior,Lt Col Pvrior,RANK,CLEAN
DOW-UAP-D095,27,MARKING,SECRET,SECRET,,CLEAN
DOW-UAP-D095,30,PERSON,Lt. Gen. D. L. Putt,Lt Gen D. L. Putt,RANK,CLEAN
DOW-UAP-D095,30,DATE,14 December 1954,14 December 1954,,CLEAN
DOW-UAP-D095,37,ORG,USAF,USAF,,CLEAN
DOW-UAP-D095,39,PERSON,Col. Ma.cDuff COMi,Col Ma.cDuff COMi,RANK,CLEAN
DOW-UAP-D095,40,PERSON,Col. MacDuff,Col MacDuff,RANK,CLEAN
DOW-UAP-D095,40,PERSON,Lt. Col. Farrior,Lt Col Farrior,RANK,CLEAN
DOW-UAP-D095,40,PERSON,Col. OWynne,Col OWynne,RANK,CLEAN
